Obs	log_k_s2o4_disp	log_k_s2o4_o2	log_k_s2o4_fe3	log_sitefrac	log_k_fe2_o2_fast	log_factor_k_fe2_o2_slow	log_k_fe2_cr6_fast	log_factor_k_fe2_cr6_slow	log_is2o4	log_ifeoh3	log_q	log_aqfrac	log_k_fe2aq_o2	log_k_fe2aq_cr6
Cr6_Obs_t344	8514530000000315e-20	3540000000166327e-23	-25620499999995903e-21	-1698569999999955e-20	4170440000000365e-20	-2532999999983396e-22	-4273319999999539e-20	-3631059999999794e-20	-4454939999999803e-20	-8568349999999933e-20	0.0005328544000000011	27814700000001677e-21	-73999999964519114e-25	220000000421966e-23
Cr6_Obs_t345	8372719999999705e-20	34099999998184194e-24	-25181700000001524e-21	-15209100000003473e-21	4076609999999724e-20	-1730000000026155e-22	-4252770000000121e-20	-3631270000000256e-20	-43783500000005304e-21	-841969000000024e-19	0.0005330288999999978	2734459999999793e-20	-7200000001587881e-24	21999999998828512e-25
Cr6_Obs_t346	8234900000000066e-20	3289999999864235e-23	-24755199999997035e-21	-13484000000001106e-21	3984849999999918e-20	-9440000000009857e-23	-423283e-10	-363144000000001e-19	-4303910000000039e-20	-827520999999989e-19	0.000533198500000001	2688760000000255e-20	-7099999997650652e-24	21000000002824315e-25
Cr6_Obs_t347	8100989999999982e-20	31599999999500084e-24	-24340800000000572e-21	-11809199999997244e-21	3895120000000241e-20	-1759999999906281e-23	-42134800000001235e-21	-3631569999999924e-20	-4231580000000224e-20	-8134799999999758e-20	0.0005333632999999973	26443499999998996e-21	-7100000001987461e-24	20000000006820118e-25
Cr6_Obs_t348	7970890000000286e-20	3049999999955866e-23	-23937999999996788e-21	-10182899999999079e-21	3807400000000339e-20	5779999999889346e-23	-4194699999999704e-20	-36316399999996446e-21	-416127999999967e-19	-7998319999999969e-20	0.0005335235999999986	26012200000000676e-21	-6899999998449812e-24	20000000006820118e-25
Cr6_Obs_t349	7844469999999763e-20	29300000000016813e-24	-23546699999999095e-21	-8604300000001133e-21	37216300000000174e-21	13130000000010494e-23	-4176490000000043e-20	-3631690000000312e-20	-4092979999999798e-20	-7865719999999854e-20	0.000533679199999997	25592899999997767e-21	-6799999998849393e-24	1900000001081592e-24
Cr6_Obs_t350	7721659999999995e-20	28200000000075387e-24	-23166400000000816e-21	-707169999999719e-20	3637800000000184e-20	20349999999783736e-23	-4158809999999999e-20	-3631690000000312e-20	-4026599999999627e-20	-7736850000000014e-20	0.0005338305999999992	25185599999998955e-21	-6699999999248973e-24	1900000001081592e-24
Cr6_Obs_t351	7602349999999685e-20	2719999999539757e-23	-2279690000000275e-20	-5584000000000318e-21	3555859999999737e-20	27409999999762624e-23	-4141650000000045e-20	-3631650000000038e-20	-39621000000001835e-21	-761161999999994e-19	0.0005339778000000009	2478989999999716e-20	-6500000000048134e-24	18999999967447834e-25
Cr6_Obs_t352	7486419999999747e-20	26000000000192536e-24	-2243800000000136e-20	-4140200000001502e-21	3475779999999665e-20	3430999999994716e-22	-4125010000000182e-20	-3631590000000278e-20	-3899440000000327e-20	-7489970000000307e-20	0.000534120699999998	24405299999998714e-21	-6500000004384943e-24	17999999971443637e-25
Cr6_Obs_t353	7373819999999948e-20	25099999999451946e-24	-22089099999999043e-21	-27385999999988628e-22	3397530000000086e-20	41080000000217465e-23	-4108850000000136e-20	-363146999999989e-19	-38385499999999025e-21	-7371740000000019e-20	0.0005342598000000016	2403190000000322e-20	-6299999996510486e-24	1900000001081592e-24
Cr6_Obs_t354	7264439999999858e-20	24099999999110944e-24	-21750299999999737e-21	-13783999999999325e-22	332106999999986e-19	4768999999982607e-22	-40931799999998665e-21	-3631330000000016e-20	-3779410000000292e-20	-7256890000000103e-20	0.0005343949999999991	23669000000000467e-21	-6300000000847295e-24	18000000014811723e-25
Cr6_Obs_t355	7158179999999879e-20	23099999998769938e-24	-21421200000000702e-21	-58300000001232366e-24	32463599999995804e-21	5416999999995412e-22	-4077970000000361e-20	-36311600000002615e-21	-372195000000004e-19	-714531000000013e-19	0.0005345263999999988	23316499999999525e-21	-6200000001246875e-24	17999999971443637e-25
Cr6_Obs_t356	7054959999999895e-20	2219999999802935e-23	-211013999999992e-19	12226999999975785e-22	3173390000000154e-20	605100000002079e-21	-4063199999999965e-20	-3630960000000193e-20	-36661300000001736e-21	-7036910000000028e-20	0.0005346541999999999	22974099999997256e-21	-6100000001646455e-24	1699999997543944e-24
Cr6_Obs_t357	6954710000000187e-20	21200000002025154e-24	-20790799999995634e-21	24658000000047156e-22	3102100000000087e-20	6671000000015373e-22	-4048869999999979e-20	-3630719999999851e-20	-36119000000000255e-21	-6931609999999682e-20	0.0005347784000000024	22641399999999597e-21	-6099999997309646e-24	17000000018807528e-25
Cr6_Obs_t358	6857340000000246e-20	20400000000884988e-24	-2048909999999987e-20	36720000000031727e-22	3032480000000285e-20	7278000000018534e-22	-40349599999996155e-21	-3630459999999589e-20	-35592299999997155e-21	-6829309999999925e-20	0.000534899300000005	2231840000000221e-20	-5999999997709227e-24	17000000018807528e-25
Cr6_Obs_t359	6762769999999526e-20	19599999995408013e-24	-2019590000000484e-20	48424999999968285e-22	29644899999996078e-21	7873999999978912e-22	-4021450000000256e-20	-3630150000000394e-20	-3508050000000391e-20	-672992000000025e-19	0.0005350168999999948	2200459999999408e-20	-5800000002845196e-24	1699999997543944e-24
Cr6_Obs_t360	667091000000012e-19	18700000003341044e-24	-19911299999997127e-21	5978000000000233e-21	2898080000000424e-20	8454999999999226e-22	-4008359999999652e-20	-3629839999999898e-20	-34583599999998826e-21	-6633399999999515e-20	0.0005351312000000021	2169980000000203e-20	-5799999998508387e-24	1600000002280333e-24
Cr6_Obs_t361	65817000000001e-18	1789999999786407e-23	-19634800000000417e-21	7079699999999918e-21	2833249999999697e-20	9025000000020128e-22	-3995629999999778e-20	-36294899999999956e-21	-3410089999999772e-20	-6539640000000329e-20	0.0005352424000000001	2140370000000124e-20	-56999999989079675e-25	1600000002280333e-24
Cr6_Obs_t362	6495049999999825e-20	1710000000106071e-23	-19366200000002498e-21	8148499999996624e-21	27699399999998355e-21	9583000000002243e-22	-398328000000012e-19	-3629110000000213e-20	-3363200000000219e-20	-6448569999999935e-20	0.0005353505999999971	2111620000000078e-20	-56000000036443565e-25	1600000002280333e-24
Cr6_Obs_t363	641090999999993e-19	16399999999520964e-24	-19105299999999832e-21	9185399999999365e-21	27081400000000116e-21	10128999999988939e-22	-3971289999999891e-20	-36287100000000766e-21	-33176500000000816e-21	-6360109999999954e-20	0.0005354559000000014	2083699999999751e-20	-5499999999707128e-24	1599999997943524e-24
Cr6_Obs_t364	6329189999999905e-20	15599999998380798e-24	-18851999999997156e-21	10191199999996271e-21	2647809999999952e-20	1066399999997622e-21	-3959650000000432e-20	-362829000000002e-19	-3273430000000268e-20	-6274199999999758e-20	0.0005355582999999999	2056579999999697e-20	-5499999999707128e-24	14999999983431045e-25
Cr6_Obs_t365	6249840000000385e-20	1500000000511509e-23	-18605899999996067e-21	11166900000005031e-21	25889300000001697e-21	11188000000050824e-22	-39483399999996546e-21	-362782999999969e-19	-3230469999999756e-20	-6190749999999707e-20	0.0005356580000000048	20302500000003894e-21	-5400000000106708e-24	1600000002280333e-24
