Obs	log_k_s2o4_disp	log_k_s2o4_o2	log_k_s2o4_fe3	log_sitefrac	log_k_fe2_o2_fast	log_factor_k_fe2_o2_slow	log_k_fe2_cr6_fast	log_factor_k_fe2_cr6_slow	log_is2o4	log_ifeoh3	log_q	log_aqfrac	log_k_fe2aq_o2	log_k_fe2aq_cr6
Cr6_Obs_t350	0.0005573975999999996	-7320000000241023e-23	-0.0002802105000000027	-0.00012723990000000022	0.0002931493000000009	137629999999965e-20	-0.0005321438999999996	-0.0004678253000000004	-0.0005668720999999974	-0.0011419285000000001	0.006935034199999999	0.00019835800000000004	-3599999998625536e-24	-4499999999366122e-24
Cr6_Obs_t351	0.0005502809000000001	-7070000000372612e-23	-0.0002754428000000019	-0.00011656200000000148	0.0002862329999999986	23064999999993993e-22	-0.0005300225000000021	-0.00046781930000000266	-0.0005566942	-0.0011199074000000026	0.006937082500000002	0.00019541309999999718	-33999999994246966e-25	-4300000000165283e-24
Cr6_Obs_t352	0.0005433694999999955	-6839999999990604e-23	-0.0002708093000000026	-0.00010619150000000174	0.0002794952999999982	3216899999995866e-21	-0.0005279646000000025	-0.00046780880000000125	-0.000546798400000003	-0.0010984769999999996	0.006939073400000001	0.00019255229999999655	-34999999990251163e-25	-4300000000165283e-24
Cr6_Obs_t353	0.0005366581000000028	-6600000000082235e-23	-0.00026630599999999914	-9611979999999635e-20	0.0002729324000000019	4108100000004e-18	-0.0005259680000000008	-0.0004677936000000013	-0.0005371772999999969	-0.0010776231000000002	0.0069410090999999985	0.000189773800000001	-3299999999824277e-24	-4199999996228054e-24
Cr6_Obs_t354	0.0005301405999999986	-638000000009395e-22	-0.00026192989999999916	-863392999999983e-19	0.0002665400000000009	4980199999997381e-21	-0.0005240309999999995	-0.00046777420000000073	-0.0005278241000000001	-0.0010573321999999977	0.006942890800000004	0.00018707480000000002	-3299999999824277e-24	-4100000000964443e-24
Cr6_Obs_t355	0.0005238117999999993	-6170000000065706e-23	-0.00025767730000000443	-7684229999999938e-20	0.0002603145000000008	5833899999999233e-21	-0.0005221518000000014	-0.0004677505	-0.0005187317000000021	-0.0010375906000000034	0.006944720299999997	0.0001844533999999969	-3299999999824277e-24	-4100000000964443e-24
Cr6_Obs_t356	0.0005176661999999966	-5950000000077421e-23	-0.0002535450000000017	-6762090000000073e-20	0.00025425209999999955	6669499999999683e-21	-0.0005203284000000015	-0.0004677228000000023	-0.0005098932999999996	-0.0010183849000000014	0.006946499099999997	0.00018190740000000039	-33000000041610855e-25	-40000000013640236e-25
Cr6_Obs_t357	0.0005116986000000025	-5749999999575539e-23	-0.0002495296999999999	-58668000000000435e-21	0.0002483490000000036	7487300000001869e-21	-0.0005185591999999975	-0.00046769109999999885	-0.0005013024000000013	-0.0009997022	0.006948228700000003	0.00017943460000000196	-31999999958870484e-25	-3999999997027215e-24
Cr6_Obs_t358	0.0005059040000000023	-5549999999941019e-23	-0.0002456283999999979	-4997619999999765e-20	0.00024260160000000135	8287899999999057e-21	-0.0005168424999999963	-0.000467655499999998	-0.0004929523999999989	-0.000981529499999999	0.0069499107	0.00017703300000000092	-31999999958870484e-25	-3999999997027215e-24
Cr6_Obs_t359	0.000500277499999994	-53500000003064985e-24	-0.00024183780000000456	-41538400000003424e-21	0.00023700619999999454	9071699999993986e-21	-0.0005151765000000006	-0.00046761620000000323	-0.00048483700000000445	-0.0009638541000000058	0.006951546499999999	0.0001747007999999958	-31000000006234374e-25	-3800000002163184e-24
Cr6_Obs_t360	0.0004948140000000023	-51699999997247004e-24	-0.00023815509999999644	-33347799999997214e-21	0.0002315592000000019	9838800000003603e-21	-0.000513559999999998	-0.0004675734000000008	-0.0004769499999999951	-0.000946663899999995	0.006953137200000001	0.0001724357000000001	-30999999962866287e-25	-37999999978263754e-25
Cr6_Obs_t361	0.0004895089999999973	-4990000000010264e-23	-0.0002345772999999985	-2539760000000186e-20	0.000226257199999998	1058979999999949e-20	-0.0005119911000000003	-0.0004675271999999989	-0.0004692852999999995	-0.0009299463999999993	0.006954684500000002	0.00017023599999999896	-31000000006234374e-25	-37999999978263754e-25
Cr6_Obs_t362	0.00048435810000000117	-48100000002958276e-24	-0.00023110150000000065	-1768110000000076e-20	0.00022109669999999682	11325000000002132e-21	-0.0005104684000000002	-0.000467477499999998	-0.00046183690000000267	-0.0009136898000000008	0.0069561894999999995	0.00016809979999999995	-30000000010230177e-25	-37000000025627644e-25
Cr6_Obs_t363	0.00047935669999999743	-46399999996740715e-24	-0.00022772490000000107	-10191899999997811e-21	0.00021607449999999813	12044900000000858e-21	-0.0005089904999999988	-0.0004674246000000012	-0.0004545991000000013	-0.0008978824000000028	0.006957653599999995	0.0001660255000000008	-2900000001422598e-24	-36000000029623447e-25
Cr6_Obs_t364	0.00047450039999999936	-4469999999919677e-23	-0.00022444480000000187	-2923800000000434e-21	0.00021118709999999857	12749500000000004e-21	-0.0005075560000000019	-0.00046736859999999946	-0.00044756630000000047	-0.0008825127999999988	0.006959077799999999	0.00016401100000000123	-30000000010230177e-25	-36000000029623447e-25
Cr6_Obs_t365	0.0004697853000000009	-4309999999691644e-23	-0.00022125849999999649	4129400000001289e-21	0.00020643150000000145	13439600000005048e-21	-0.0005061632999999984	-0.0004673094999999971	-0.0004407327999999969	-0.0008675695999999997	0.006960463600000004	0.0001620549000000025	-27999999974853695e-25	-34999999990251163e-25
